title,data_used,models_used,tools_used,keywords,participants,participants_count,biological_data,physiological_data,methodology,transparency,accuracy,purposivity,utility,propriety,accessibility,specificity,score_tapupas,population,intervention,comparison,outcome,score_pico,casp_clear_aim,casp_methodology,casp_recruitment,casp_ethics,casp_analysis,casp_results_stated,casp_value,casp_clear_aim_score,casp_clear_aim_pass,casp_methodology_score,casp_methodology_pass,casp_recruitment_score,casp_recruitment_pass,casp_ethics_score,casp_ethics_pass,casp_analysis_score,casp_analysis_pass,casp_results_stated_score,casp_results_stated_pass,casp_value_score,casp_value_pass,score_casp,kitch_research_question,kitch_study_context,kitch_data_collection,kitch_data_analysis,kitch_validity,kitch_replication,kitch_contribution,kitch_research_question_score,kitch_research_question_pass,kitch_search_strategy_score,kitch_search_strategy_pass,kitch_inclusion_criteria_score,kitch_inclusion_criteria_pass,kitch_data_extraction_score,kitch_data_extraction_pass,kitch_quality_assessment_score,kitch_quality_assessment_pass,kitch_data_synthesis_score,kitch_data_synthesis_pass,kitch_limitations_score,kitch_limitations_pass,score_kitchenham,score_prisma,prisma_objective_pass,prisma_eligibility_criteria_pass,prisma_information_sources_pass,prisma_search_strategy_pass,prisma_selection_process_pass,prisma_data_collection_pass,prisma_risk_of_bias_pass,prisma_synthesis_pass,prisma_limitations_pass,prisma_registration_pass,title_source,authors,abstract,abstract_length,doi,year,journal,keywords,target_education_level,countries,source_file
The Role of Artificial Intelligence in Computer Science Education: A Systematic Review with a Focus on Database Instruction,data collection; dataset; eda; training data,chatgpt; claude; gan; gat; gemini; gpt; gpt-3; gpt-3.5; gpt-4; language model; large language model; llm; openai gpt; ppo; reinforcement learning; transformer; transformers,github; moodle; processing; python; r; redis; unity,artificial intelligence; generative AI; ChatGPT; computer science education; programming education; database instruction; AI in education; systematic review,learners; participants; students; subjects; teachers,264,rna,cognitive load; eda; erp,qualitative,2,2,0,1,0,0,3,,students,ai now being present in many a,a deeper analysis of its pedag,by examining publication sourc,,True,True,False,False,False,True,True,0.913,,0.777,,0.704,,0.707,,0.593,,0.871,,0.904,,,True,False,True,True,False,False,False,0.832,True,0.786,True,0.856,True,0.773,True,0.863,True,0.793,True,0.843,True,,0.8,True,True,False,True,True,True,True,False,True,True,analytic,Alkmini Gaitantzi; Ioannis Kazanidis,"
 The integration of artificial intelligence (AI) into computer science (CS) education is evolving, yet its specific application in database instruction remains underexplored. This systematic review analyzes 31 empirical studies published between 2020 and 2025, examining how AI applications support teaching and learning in CS, with an emphasis on database education. Following the PRISMA methodology, the review categorizes AI applications according to instructional design models, roles, actions, benefits, and challenges. Findings indicate that AI tools, particularly chatbots, intelligent tutoring systems, and code generators, effectively support personalized instruction, immediate feedback, and interactive problem-solving across CS and database-specific contexts. However, challenges persist, including AI inaccuracies, biases, student dependency in AI, and academic integrity risks. The review also identifies a shift in programming education as AI reshapes software development practices, prompting a need to align curricula with evolving industry expectations. Despite growing attention to AI applications in programming education, database-related research remains limited. This review highlights the necessity for further empirical investigations specifically in database instruction, including more extensive studies addressing AI-driven pedagogical strategies and their long-term impacts. The results suggest that careful integration of AI tools can complement traditional instruction, emphasizing the critical role of human educators in achieving meaningful and effective learning outcomes. 
",201,10.3390/app15073960,2025,,artificial intelligence; generative AI; ChatGPT; computer science education; programming education; database instruction; AI in education; systematic review,college; graduate; graduate students; higher education; k-12; undergrad; undergraduate; undergraduate students; university,mali,2025_-__The_Role_of_Artificial_Intelligence_in_Computer_Science_Education-_A_Systematic_Review_with_a_Focus_on_Database_Instruction_.pdf
Investigating students' cognitive processes in generative AI-assisted digital multimodal composing and traditional writing,data collection; eda; screen recording,chatgpt; convolutional neural network; gan; gat; gpt; gpt-2; gpt-3; gpt-4; language model; large language model; neural net; neural network; ppo; recurrent neural network; transformer,aws; grammarly; processing; quillbot; r; redis; zoom,,participants; students; subjects; teachers,,rna,eda; erp; imu,qualitative,2,0,1,0,2,0,3,,students,a generative ai-driven image s,those visual artists produce,by grammarly,,True,False,False,False,False,True,True,0.928,,0.742,,0.711,,0.69,,0.568,,0.867,,0.898,,,True,True,True,True,False,False,False,0.84,True,0.776,True,0.839,True,0.767,True,0.86,True,0.766,True,0.864,True,,0.7,True,True,False,True,False,True,True,False,True,True,analytic,Meilu Liu; Lawrence Jun Zhang; Christine Biebricher,"
 Recently, generative artificial intelligence (AI)-powered chatbots such as ChatGPT and Bing Chat have garnered increasing attention on a global scale. Previous studies have focused mostly on the influence of generative AI on writing while few researchers have investigated how generative AI can facilitate students' multimodal writing process. To fill in this gap, we explored the generative AI-assisted composing processes of two groups of English as a foreign language (EFL) writers over two weeks in this qualitative study. One group completed a multimodal PowerPoint (PPT) project, and the other group completed a traditional argumentative essay project. Our data consist of students' screen recordings with think-aloud protocols, final multimodal texts, and post-project interviews. Our analysis showed different patterns in text production across the two groups. Students in the PPT group tended to construct more bridge texts and examples to corroborate their sub-claims in the hierarchical order. They also inclined to borrow the summarized search results from the Bing Chat to expand texts for their PPT slides. With regard to image generation for PPT slides, descriptions of AI images from ChatGPT were used as effective prompts to generate AI images from Bing Image Creator. Moreover, students were interested in producing and refining AI images following the recommended prompts by Bing Chat. They also evaluated these AI images from different perspectives. We conclude the study with a discussion on the pedagogical implications and suggestions for further study. 
",233,10.1016/j.compedu.2023.104977,2023,,,graduate; graduate students; undergrad; undergraduate; undergraduate students; university,new zealand,2023_-_Investigating_students’_cognitive_processes_in_generative_AI-assisted_digital_multimodal_composing_and_traditional_writing.pdf
Metacognition-EnGauge: Real-time Augmentation of Self-and-Group Engagement Levels Understanding by Gauge Interface in Online Meetings,,gat; mobilenet; ppo,r; unity,,participants; students; teachers,18,rna,affective computing,quantitative,2,0,0,1,0,0,0,,participants,the covid-,fee provided that copies are n,,,True,False,False,False,False,True,True,0.934,,0.736,,0.716,,0.725,,0.548,,0.876,,0.918,,,True,False,True,False,False,False,False,0.833,True,0.761,True,0.843,True,0.737,False,0.872,True,0.766,True,0.843,True,,0.7,True,True,False,True,False,True,True,False,True,True,analytic,K O Watanabe; Rptu Kaiserslautern-Landau; Dfki Gmbh; Andreas Germany; Rptu Dengel; Dfki Kaiserslautern-Landau; Gmbh; Germany,,0,10.1145/3652920.3653054,,,,,australia,2024_-_Metacognition-engauge-_Real-time_augmentation_of_self-and-group_engagement_levels_understanding_by_gauge_interface_in_online_meetings.pdf
Human-in-the-Loop Annotation for Image-Based Engagement Estimation: Assessing the Impact of Model Reliability on Annotation Accuracy,data collection; dataset; emotion detection; eye-tracking; facial expression; physiological data,cnn; convolutional neural network; deep learning; gat; lstm; mobilenet; neural net; neural network; ppo; recurrent neural network; reinforcement learning; rnn; transformer; transformers,excel; processing; r,Human-in-the-loop; Engagement recognition; Computer vision,participants; students,112,rna,blink rate; cognitive load; emotional state; erp; imu; physiological data,qualitative,1,3,1,0,1,0,2,,students,data such as facial expression,,the accuracy of emotion recogn,,True,True,False,False,False,True,True,0.928,,0.779,,0.724,,0.747,,0.569,,0.878,,0.923,,,True,False,True,False,False,False,True,0.843,True,0.791,True,0.873,True,0.78,True,0.872,True,0.79,True,0.85,True,,0.8,True,True,False,True,True,True,True,False,True,True,analytic,Sahana Yadnakudige Subramanya; Ko Watanabe,"
 Human-in-the-loop (HITL) frameworks are increasingly recognized for their potential to improve annotation accuracy in emotion estimation systems by combining machine predictions with human expertise. This study focuses on integrating a high-performing image-based emotion model into a HITL annotation framework to evaluate humanmachine interaction's collaborative potential and uncover the psychological and practical factors critical to successful collaboration. Specifically, we investigate how varying model reliability and cognitive framing influence human trust, cognitive load, and annotation behavior in HITL systems. We show that model reliability and psychological framing significantly impact annotators' trust, engagement, and consistency, offering insights into optimizing HITL frameworks. Through three experimental scenarios with 29 participants-baseline model reliability (S1), fabricated errors (S2), and cognitive bias introduced by negative framing-we analyzed behavioral and qualitative data (S3). Reliable predictions (S1) yielded high trust and annotation consistency, while unreliable outputs (S2) induced critical evaluations but increased frustration and response variability. Negative framing (S3) revealed how cognitive bias influenced participants to rate the model as relatable and accurate despite misinformation about its reliability. These findings highlight the importance of reliable machine outputs and psychological factors in shaping effective human-machine collaboration. By leveraging the strengths of both human oversight and automated systems, this study establishes a scalable HITL framework for emotion annotation and sets the stage for broader applications in adaptive learning and human-computer interaction. 
",219,10.1109/ACCESS.2024.3515838,2025,,Human-in-the-loop; Engagement recognition; Computer vision,university,,2025_-_Human-in-the-Loop_Annotation_for_Image-Based_Engag.pdf
Taking the Next Step with Generative Artificial Intelligence: The Transformative Role of Multimodal Large Language Models in Science Education,dataset; eda; raw data; sensor data,chatgpt; deep learning; falcon; gan; gat; gemini; gpt; gpt-4; language model; large language model; llama; llm; ppo; reinforcement learning; vicuna,aws; cohere; pandas; processing; r; unity,Artificial Intelligence; Large Language Models (LLMs); ChatGPT; Multimodal Learning; Cognitive Theory of Multimedia Learning; Science Education,learners; students; teachers,,rna,cognitive load; eda; erp; sensor data,quantitative,1,2,1,0,0,0,0,,students,different modalities,non-verbal,,,True,True,False,False,False,True,True,0.937,,0.758,,0.724,,0.712,,0.569,,0.865,,0.911,,,True,True,False,False,False,False,True,0.848,True,0.794,True,0.859,True,0.791,True,0.872,True,0.789,True,0.851,True,,0.8,True,True,False,True,True,True,True,False,True,True,analytic,Arne Bewersdorff; Christian Hartmann; Marie Hornberger; Kathrin Sessler; Maria Bannert; Enkelejda Kasneci; Gjergji Kasneci; Xiaoming Zhai; Claudia Nerdel,"
 The integration of Artificial Intelligence (AI), particularly Large Language Model (LLM)-based systems, in education has shown promise in enhancing teaching and learning experiences. However, the advent of Multimodal Large Language Models (MLLMs) like GPT-4 with vision (GPT-4V), capable of processing multimodal data including text, sound, and visual inputs, opens a new era of enriched, personalized, and interactive learning landscapes in education. This paper derives a theoretical framework for integrating MLLMs into Multimodal Learning. This framework serves to explore the transformative role of MLLMs in central aspects of science education by presenting exemplary innovative learning scenarios. Possible applications for MLLMs range from content creation to tailored support for learning, fostering engagement in scientific practices, and providing assessments and feedback. These applications are not limited to text-based and uni-modal formats but can be multimodal, thus increasing personalization, accessibility, and potential learning effectiveness. Despite the many opportunities, challenges such as data protection and ethical considerations become salient, calling for robust frameworks to ensure responsible integration. This paper underscores the necessity for a balanced approach in implementing MLLMs, where the technology complements rather than supplants the educators' roles, ensuring an effective and ethical use of AI in science education. It calls for further research to explore the nuanced implications of MLLMs for educators and to extend the discourse beyond science education to other disciplines. Through developing a theoretical framework for the integration of MLLMs into Multimodal Learning and exploring the associated potentials, challenges, and future implications, this paper contributes to a preliminary examination of the transformative role of MLLMs in science education and beyond. 
",260,,2024,,Artificial Intelligence; Large Language Models (LLMs); ChatGPT; Multimodal Learning; Cognitive Theory of Multimedia Learning; Science Education,grade 1; grade 12; grade 5,germany; uk,2024_-_Taking_the_Next_Step_with_Generative_Artificial_Intelligence-_The_Transformative_Role_of_Multimodal_Large_Language_Models_in_Science_Education.pdf
Generative AI and multimodal data for educational feedback: Insights from embodied math learning,data collection; eda; eye movement; eye tracking; eye-tracking; gaze data; pupil dilation; saccade; system logs,gan; gat; gpt; gpt-4; language model; large language model; llm; ppo,excel; numbers; processing; r; unity,,learners; participants; students; subjects; teachers,34,rna,cognitive load; eda; erp; eye movement; fixation; imu; mental effort; pupil dilation; pupil size; saccade,qualitative,2,1,0,1,3,0,2,,subjects,the environment,human instructor feedback in t,educational outcomes,,True,False,False,False,False,True,True,0.94,,0.746,,0.726,,0.721,,0.55,,0.876,,0.923,,,True,True,True,True,False,False,False,0.84,True,0.78,True,0.858,True,0.771,True,0.877,True,0.781,True,0.844,True,,0.8,True,True,False,True,True,True,True,False,True,True,analytic,Giulia Cosentino; Jacqueline Anton; Kshitij Sharma; | Mirko Gelsomini; Michail Giannakos; | Dor Abrahamson,"
 This study explores the role of generative AI (GenAI) in providing formative feedback in children's digital learning experiences, specifically in the context of mathematics education. Using multimodal data, the research compares AI-generated feedback with feedback from human instructors, focusing on its impact on children's learning outcomes. Children engaged with a digital body-scale number line to learn addition and subtraction of positive and negative integers through embodied interaction. The study followed a between-group design, with one group receiving feedback from a human instructor and the other from GenAI. Eye-tracking data and system logs were used to evaluate student's information processing behaviour and cognitive load. The results revealed that while task-based performance did not differ significantly between conditions, the GenAI feedback condition demonstrated lower cognitive load and students show different visual information processing strategies among the two conditions. The findings provide empirical support for the potential of GenAI to complement traditional teaching by providing structured and adaptive feedback that supports efficient learning. The study underscores the importance of hybrid intelligence approaches that integrate human and AI feedback to enhance learning through synergistic feedback. This research offers valuable insights for educators, developers and researchers aiming to design hybrid AI-human educational environments that promote effective learning outcomes. 
",203,10.1111/bjet.13587,,,,university,mali; norway; uk,2025_-_Generative_AI_and_multimodal_data_for_educational_feedback-_Insights_from_embodied_math_learning.pdf
AI Tools in Society: Impacts on Cognitive Offloading and the Future of Critical Thinking,data set; dataset,bert; gan; gat; ppo; random forest,cohere; excel; grammarly; notion; processing; r; unity,AI; artificial intelligence; critical thinking; cognitive offloading; AI tools; technology and education; cognitive development; Halpern Critical Thinking Assessment; digital dependence; AI trust,participants; students,669,illumina; mutation; rna,cognitive load; erp; imu,qualitative,1,2,2,2,1,0,3,,users,external tools to reduce the c,questioning or evaluating them,critical thinking skills,,True,True,False,False,False,True,True,0.936,,0.774,,0.726,,0.73,,0.574,,0.882,,0.929,,,True,True,True,True,False,False,True,0.841,True,0.786,True,0.875,True,0.769,True,0.881,True,0.783,True,0.859,True,,0.8,True,True,False,True,True,True,True,False,True,True,analytic,Michael Gerlich,"
 The proliferation of artificial intelligence (AI) tools has transformed numerous aspects of daily life, yet its impact on critical thinking remains underexplored. This study investigates the relationship between AI tool usage and critical thinking skills, focusing on cognitive offloading as a mediating factor. Utilising a mixed-method approach, we conducted surveys and in-depth interviews with 666 participants across diverse age groups and educational backgrounds. Quantitative data were analysed using ANOVA and correlation analysis, while qualitative insights were obtained through thematic analysis of interview transcripts. The findings revealed a significant negative correlation between frequent AI tool usage and critical thinking abilities, mediated by increased cognitive offloading. Younger participants exhibited higher dependence on AI tools and lower critical thinking scores compared to older participants. Furthermore, higher educational attainment was associated with better critical thinking skills, regardless of AI usage. These results highlight the potential cognitive costs of AI tool reliance, emphasising the need for educational strategies that promote critical engagement with AI technologies. This study contributes to the growing discourse on AI's cognitive implications, offering practical recommendations for mitigating its adverse effects on critical thinking. The findings underscore the importance of fostering critical thinking in an AI-driven world, making this research essential reading for educators, policymakers, and technologists. 
",205,10.3390/soc15010006,2025,,AI; artificial intelligence; critical thinking; cognitive offloading; AI tools; technology and education; cognitive development; Halpern Critical Thinking Assessment; digital dependence; AI trust,bachelor's degree; college; doctoral; doctoral level; graduate; high school; higher education; master's degree; secondary education,uk; united kingdom,2025_-__AI_Tools_in_Society-_Impacts_on_Cognitive_Offloading_and_the_Future_of_Critical_Thinking_.pdf
Education and Information Technologies,data collection; dataset; eda,gan; gat; llm; ppo,cohere; excel; numbers; r; unity,Cognitive Diagnostic Modeling; Programming Education; Information Technology; Computer Science; Educational Assessment,learners; participants; students,308,illumina; rna,eda; erp; imu,quantitative,0,2,0,0,0,0,0,,students,the evolving needs of learners,strong skills in these areas,under similar conditions,,True,False,False,False,False,True,True,0.904,,0.732,,0.683,,0.709,,0.549,,0.865,,0.9,,,False,True,False,True,False,False,False,0.808,True,0.742,False,0.838,True,0.746,False,0.854,True,0.76,True,0.813,True,,0.6,True,True,False,True,False,True,True,False,False,True,analytic,Manuel B Garcia,"
 The global shortage of skilled programmers remains a persistent challenge. High dropout rates in introductory programming courses pose a significant obstacle to graduation. Previous studies highlighted learning difficulties in programming students, but their specific weaknesses remained unclear. This gap exists due to the predominant focus on the overall academic performance evaluation. To address this gap, this study employed cognitive diagnostic modeling (CDM) to profile the skill mastery of programming students. An empirical analysis was conducted to select the most appropriate model for the data, and the linear logistic model (LLM) was determined to be the best fit. Final examination results from 308 information technology (IT) and 279 computer science (CS) students were analyzed using the LLM. Unfortunately, findings revealed that programming students exhibited proficiency primarily in code tracing and language proficiency but displayed deficits in theoretical understanding, logical reasoning, and algorithmic thinking. From a practical standpoint, this deficiency in fundamental skills sheds light on the factors contributing to academic failures and potentially eventual dropout in programming education. When comparing the student population by academic program, CS students demonstrated superior mastery compared to their IT counterparts, although both groups exhibited a lack of mastery in code tracing. These deviations underscore the pressing need for tailored educational strategies that address the unique strengths and weaknesses of each student group. Overall, this study offers valuable insights into programming education literature and contributes to the expanding application of CDM in educational research. 
",238,10.1007/s10639-024-13039-6,2024,,Cognitive Diagnostic Modeling; Programming Education; Information Technology; Computer Science; Educational Assessment,college; early childhood; graduate; higher education; middle school; undergrad; undergraduate; university,canada; china; germany; norway; philippines; singapore; switzerland; uk,2024_-_Profiling_the_Skill_Mastery_of_Introductory_Programming_Students-_A_Cognitive_Diagnostic_Modeling_Approach.pdf
GenAIReading: Augmenting Human Cognition with Interactive Digital Textbooks Using Large Language Models and Image Generation Models,data collection; dataset; eye movement; eye-tracking; saccade,chatgpt; gan; gat; gpt; gpt-3; language model; large language model; llm; ppo; reinforcement learning; transformer; transformers,cohere; excel; netlify; processing; r; unity,large language models; generative models; eye-tracking; text-toimage; prompt engineering,learners; participants; students; subjects,24,rna,eye movement; fixation; imu; neuroimaging; saccade,qualitative,3,0,1,0,1,0,0,,learners,enchanted forests and over ric,the consistently high performa,post-reading test scores by,,True,False,False,False,False,True,True,0.938,,0.744,,0.723,,0.716,,0.577,,0.882,,0.922,,,False,False,True,True,False,False,True,0.848,True,0.773,True,0.857,True,0.782,True,0.879,True,0.774,True,0.843,True,,0.8,True,True,False,True,True,True,True,False,True,True,analytic,Ryugo Morita; Ko Watanabe; Jinjia Zhou; Andreas Dengel; Shoya Ishimaru,"
 Accompanying him were two unlikely friends, Mira, a cautious but clever fox, and Tiko, a cheerful tortoise with a love for stories. 
 Style Encoder Their journey led them through enchanted forests and over rickety bridges, where every step brought new challenges and strengthened their bond. 
 Style Encoder Known for his boundless energy and curiosity, Jasper was the fastest animal in the forest. Accompanying him were two unlikely friends, Mira, a cautious but clever fox, and Tiko, a cheerful tortoise with a love for stories. Their journey led them through enchanted forests and over rickety bridges, where every step brought new challenges and strengthened their bond. They navigated through the dense underbrush, solved riddles whispered by ancient trees, and even crossed paths with a mischievous band of monkeys. Through each obstacle, the trio learned to rely on each other's strengths: Jasper's speed, Mira's cunning, and Tiko's wisdom. ・ ・ 
 Diffusion model Diffusion model 
 ・ ・ Known for his boundless energy and curiosity, Jasper was the fastest animal in the forest. Accompanying him were two unlikely friends, Mira, a cautious but clever fox, and Tiko, a cheerful tortoise with a love for stories. Accompanying him were two unlikely friends, Mira, a cautious but clever fox, and Tiko, a cheerful tortoise with a love for stories. 
",213,10.1145/1358628.1358796,2025,,large language models; generative models; eye-tracking; text-toimage; prompt engineering,university,germany,2024_-_GenAIReading-_Augmenting_Human_Cognition_with_Interactive_Digital_Textbooks_Using_Large_Language_Models_and_Image_Generation_Models.pdf
Doktor der Technischen Wissenschaften in the Doctoral Program,accelerometer data; benchmark dataset; data collection; data sample; data set; dataset; emg; eye-tracking; open dataset; raw data; sensor data; sensor reading; test data; training data,autoencoder; cnn; convolutional net; convolutional neural network; decision tree; deep learning; deep learning model; encoder-decoder; ensemble model; gan; gat; lstm; machine learning model; neural net; neural network; ppo; random forest; recurrent neural network; rnn; svm,aws; cohere; intel realsense; keras; numbers; numpy; orange; pandas; processing; python; r; tensorflow; torch; unity,Atomic action; Primitive Task; Task Various; Other Terminology Manufacturing; Robotics; Construction,participants,,rna,acceleration signal; accelerometer; cognitive load; emg; erp; gyroscope; imu; inertial measurement unit; mental effort; movement sensor; ppg; sensor data; sensor reading; wearable sensor,qualitative,3,1,1,1,0,0,3,,users,data from different sensors,the best of humans or ai alone,safety,,True,False,False,False,False,True,True,0.944,,0.739,,0.708,,0.718,,0.537,,0.879,,0.922,,,True,True,True,True,False,True,False,0.835,True,0.766,True,0.852,True,0.773,True,0.877,True,0.782,True,0.836,True,,0.8,True,True,False,True,True,True,True,False,True,True,analytic,Georgios Sopidis; Alois Ferscha; Paul Lukowicz; Technische Wissenschaften,"
 Activity recognition combined with artificial intelligence is a vital area of research, ranging across diverse domains, from sports and healthcare to smart homes. In the industrial domain, and the manual assembly lines, the emphasis shifts to human-machine interaction and thus to human activity recognition (HAR) within complex operational environments. Developing models and methods that can reliably and efficiently identify repetitive human activities, traditionally just categorized as either simple or complex activities, remains a key challenge in the field. Limitations of the existing methods and approaches include their inability to consider the contextual complexities associated with the performed activities. To address these limitations, this thesis introduces the concept of cognitive augmentation. This approach integrates human activity recognition with advanced AI approaches and feedback mechanisms, that aim to i) enhance awareness and knowledge of the performed activities and tasks ii) optimize workflows, and iii) support worker decision-making. Creating different levels of activity abstractions allows for a more nuanced comprehension of activities and describes the underlying characteristics and patterns. This work proposes a hierarchical taxonomy of activities, categorized into atomic, micro, meso, macro, and mega levels, as a framework for understanding and analyzing industrial workflows. The approach is derived from real world observations of industrial assembly processes and reflects the task composition implemented in realistic operations that align with existing literature. Additionally, it presents a guidance system for sensing in manufacturing to apply artificial intelligence (AI) through the outlined abstraction levels in various processes. Each level of abstraction introduces distinct requirements in sensing, data processing, modeling, and feedback, making the taxonomy a practical starting tool for the development of AI-based HAR systems. ii The implementation of these concepts is demonstrated through real-world prototypes, including a smartwatch for activity monitoring, a smart helmet for cognitive and safety assistance, and depth imaging for macro-level activity recognition. These systems bridge the gap between theoretical models and practical applications, and utilize multi-modal sensor data, such as IMUs and depth cameras, to classify and quantify activities, detect anomalies, and provide real-time feedback to workers. The augmentation of human cognitive abilities with technologies such as AI, aims to guide and optimize industrial assembly, particularly in uncontrolled non-laboratory environments, by i) shaping workflows to enable structured data analysis and ii) highlighting correlations across various levels throughout the assembly progression. The expected impact includes improving task accuracy, reducing human errors, assisting worker training, and enhancing the quality control of final products in complex industrial settings. iii Table  2 .1: This table presents an overview of the existing literature in the domain of human activity recognition, presenting a quantitative distribution of papers across different abstraction levels and domains. The dominance of publications at the simple/complex level across various domains suggests a significant focus on understanding activities in this distinction. On the other hand, the comparatively small number of publications in some areas, such as group activities, suggests possible topics for more investigation and study. Furthermore, the existence of publications at various levels of abstraction highlights the complexity of human activity recognition research and emphasizes the necessity for sophisticated methods of activity analysis and classification. 
",512,10.1038/s41562-024-02024-1,,,Atomic action; Primitive Task; Task Various; Other Terminology Manufacturing; Robotics; Construction,,guinea; iran; mali,2025_Cognitive_Augmentation_for_Manual_Assembly.pdf
Gaze-Based Prediction of Students' Math Difficulties -A Time Dynamic Machine Learning Approach to Enable Early Individual Assistance,data collection; data set; dataset; eye movement; eye tracking; eye-tracking; gaze data; saccade; test data,decision tree; gan; gat; knn; ppo; random forest; support vector machine; svm,processing; python; r; unity,Intelligent tutoring systems; Gaze-based adaptation; Learning difficulty detection,learners; participants; students; subjects,143,rna,cognitive load; erp; eye movement; fixation; imu; saccade,qualitative,2,2,0,0,0,0,2,,students,the aim of recognizing content,previous work,from the gaze data,,True,False,False,False,False,True,True,0.937,,0.711,,0.697,,0.71,,0.522,,0.875,,0.914,,,True,True,True,True,False,False,False,0.827,True,0.748,False,0.841,True,0.747,False,0.863,True,0.747,False,0.843,True,,0.7,True,True,False,True,False,True,True,False,True,True,analytic,Kathrin Kennel; Shoya Ishimaru; Stefan Küchemann; Steffen Steinert; Jochen Kuhn; Stefan Ruzika,"
 Graphical differentiation substantially promotes the understanding of basic concepts of calculus. At the same time, such tasks are challenging for many students. To be able to support students in complex tasks during the solution process, it is important to recognise if students are having difficulties and, if so, to identify precisely what the difficulty is. However, previous research was only able to identify correct and incorrect solution processes but not the specific difficulties of students. In our study, the eye tracking data of 143 students reveal how students' math tasks in context of graphically differentiation can be predicted. Retrospective-think-aloud (RTA) protocols were used to identify students' difficulties and three machine learning algorithms, k-nearest neighbours (KNN), Random Forest and support vector machine (SVM), provide an accurate prediction for this multiclass problem. The prediction results improve with increasing processing time and achieve already good values long before the solution process of the tasks is completed. Our results show that certain student difficulties can be detected very early during the task solution process. Although this approach has been demonstrated for a sub-area of calculus, it is transferable to other fields of the STEM domain and therefore has much wider scope. 
",197,10.1007/s40593-024-00447-5,,,Intelligent tutoring systems; Gaze-based adaptation; Learning difficulty detection,high school; senior high school,germany; uk,2024_Gaze-Based_Prediction_of_Students’_Math_Difficulties-A_Time_Dynamic_Machine_Learning_Approach_to_Enable_Early_Individual_Assistance.pdf
Eye Movement in a Controlled Dialogue Setting,data collection; dataset; eye movement; eye-tracking; gaze data; gaze position; raw data; saccade,autoencoder; deep learning; gat; lstm; neural net; neural network; ppo; variational autoencoder,github; orange; r; unity,CCS CONCEPTS; Computing methodologies → Activity Recognition; Animation Eye Movement; Gaze Synthesis; Data Collection; Animated Avatars,participants; teachers,19,,erp; eye movement; fixation; imu; saccade,quantitative,0,1,0,0,0,0,0,,teachers,autistic children,interruption,,,True,False,False,False,False,True,True,0.93,,0.711,,0.705,,0.687,,0.518,,0.865,,0.903,,,False,False,False,False,False,False,False,0.823,True,0.752,True,0.83,True,0.741,False,0.851,True,0.752,True,0.862,True,,0.7,True,True,False,True,False,True,True,False,True,True,analytic,David Dembinsky; Ko Watanabe,"
 Designing realistic eye movements for animated avatars poses a challenge, as gaze behavior is predominantly unconscious. Accurately modulating those movements is crucial to avoid the Uncanny Valley. The human gaze exhibits different characteristics in conversations, depending on speaking or listening. Albeit these distinctions are known, data for synthesizing eye movement models suitable for avatars is scarce. This research introduces a novel dataset involving human gaze behavior during remote screen conversations. The data are collected from 19 participants, offering 4 hours of gaze data labeled as Speaking and Listening. Our data analysis substantiates prior knowledge of gaze behavior while providing new insights through higher precision. Furthermore, we demonstrate the dataset's suitability for machine learning algorithms by training a classifier, achieving 88.1% binary classification accuracy. 
",123,10.1145/3649902.3653337,,,CCS CONCEPTS; Computing methodologies → Activity Recognition; Animation Eye Movement; Gaze Synthesis; Data Collection; Animated Avatars,university,india; mali; uk,2024_-_Eye_movement_in_a_controlled_dialogue_setting.pdf
Integrative Analysis of Multimodal Interaction Data: Predicting Communication Dynamics and Willingness to Communicate (WtC) in Human-Agent Interaction,biometric data; data collection; dataset; eda; eye movement; eye tracking; eye-tracking; facial emotion; facial expression; heart rate; interaction logs; physiological data; raw data; saccade,gat; neural net; neural network; ppo; random forest; support vector machine; svm,cohere; openface; processing; r,Human-Agent Interaction; Conversational AI; Biometric Indicators; Machine Learning; and Communication Dynamics,learners; participants,,illumina,biometric data; eda; emotional state; erp; eye movement; fixation; heart rate; imu; physiological data; saccade,qualitative,1,2,0,0,1,0,2,,learners,a second language,,through task completion time,,True,True,False,False,False,True,True,0.93,,0.786,,0.729,,0.734,,0.592,,0.877,,0.921,,,True,False,True,True,False,False,False,0.853,True,0.808,True,0.87,True,0.799,True,0.879,True,0.808,True,0.839,True,,0.8,True,True,False,True,True,True,True,False,True,True,analytic,Aboulhassane Cisse; Kazuhisa Seta; Yuki Hayashi,"
 This research delves into the intricate relationship between physiological and behavioral indicators and the Willingness to Communicate (WtC) in the context of humanagent interactions. Specifically, it examines how heart rate, eye movement, facial expressions, and conversational dynamics influence individuals' engagement and willingness to engage in dialogue with agents. Set to take place in March 2024, the study employs a combination of ANCOVA and SVM machine learning techniques to analyze multimodal interaction data collected from participants engaging with conversational Agent. The aim is to identify patterns and correlations that can predict and subsequently enhance WtC, thereby improving the design and effectiveness of conversational agents. This research stands at the intersection of emotional intelligence, communication studies, and AI technology, offering a novel perspective on enhancing human-agent communication. Through its integrative approach, it seeks to contribute to the development of AI agents that can better understand and respond to human emotional and communicational cues, paving the way for more natural and meaningful digital interactions. 
",161,10.1007/s40593-018-0171-6,,,Human-Agent Interaction; Conversational AI; Biometric Indicators; Machine Learning; and Communication Dynamics,,jordan; mali,2024_Aboul_Hassane_CISSE_-_Doctoral_Consortium.pdf
